epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,36.6165,1.01563,1.11866,0.55063,0.8431,0.04812,0.57082,0.03493,0.02306,0.04643,0.54649,0.03249,0.01899,1.18778,2.76336,inf,0.96761,0.001505,0.001505,0.001505
27,37.9909,1.11592,1.32985,0.55917,0.88936,0.17154,0.22461,0.06768,0.03924,0.17264,0.22604,0.05958,0.03773,1.67807,11.1778,3.99448,1.70991,0.0014852,0.0014852,0.0014852
28,39.3636,0.99799,1.14116,0.50597,0.85944,0.00479,0.10157,0.00346,0.00136,0.00492,0.10443,0.00273,0.0013,2.39479,125.696,inf,6.22949,0.0014654,0.0014654,0.0014654
29,40.7317,1.02541,1.20648,0.51367,0.88943,0.01436,0.25179,0.00853,0.00436,0.01521,0.26896,0.00923,0.0051,1.94501,111.908,inf,4.07733,0.0014456,0.0014456,0.0014456
30,42.0999,1.07775,1.19768,0.53056,0.87145,0.02521,0.39628,0.01698,0.01062,0.02421,0.38197,0.01614,0.00926,1.54597,22.0716,inf,2.46386,0.0014258,0.0014258,0.0014258
31,43.4684,1.06944,1.16849,0.50448,0.86695,0.16527,0.6309,0.13702,0.08806,0.15433,0.59514,0.12554,0.06471,1.18889,2.06154,4.36857,0.99695,0.001406,0.001406,0.001406
32,44.832,1.01829,1.04465,0.49041,0.86033,0.96353,0.62089,0.71656,0.48307,0.94745,0.60944,0.69922,0.40937,1.247,2.01429,0.87469,0.9921,0.0013862,0.0013862,0.0013862
33,46.1701,1.00824,1.13093,0.48301,0.86832,0.93373,0.66523,0.82325,0.54612,0.88675,0.64664,0.79013,0.45106,1.23227,1.65818,0.93528,0.93944,0.0013664,0.0013664,0.0013664
34,47.5106,1.00871,1.15912,0.47299,0.85481,0.97483,0.94186,0.98823,0.70281,0.9388,0.90272,0.94817,0.55574,1.04917,1.26522,0.51639,0.88326,0.0013466,0.0013466,0.0013466
35,49.0418,1.00408,1.06653,0.47583,0.85308,0.9818,0.92617,0.97936,0.69371,0.91675,0.89799,0.93346,0.53033,1.05527,1.51989,0.57858,0.88812,0.0013268,0.0013268,0.0013268
36,50.3883,1.00972,1.16682,0.48388,0.87319,0.93645,0.83119,0.90208,0.64033,0.91032,0.80544,0.87137,0.52475,1.01217,1.35443,0.63032,0.87975,0.001307,0.001307,0.001307
37,51.7295,1.00983,1.14332,0.47743,0.85729,0.91346,0.78112,0.84354,0.59768,0.88774,0.7568,0.81616,0.4859,1.09917,2.28538,0.89007,0.91557,0.0012872,0.0012872,0.0012872
38,53.063,0.95079,1.07057,0.44982,0.84962,0.97222,0.85104,0.93116,0.66351,0.92811,0.81116,0.89245,0.50805,1.01348,1.80841,0.66916,0.88592,0.0012674,0.0012674,0.0012674
39,54.4256,0.93801,1.0132,0.46079,0.83914,0.95092,0.83159,0.91729,0.64488,0.93339,0.81402,0.9046,0.55635,1.06075,2.47825,0.63351,0.92784,0.0012476,0.0012476,0.0012476
40,55.7887,0.93547,1.02485,0.44687,0.84543,0.91602,0.701,0.83503,0.57035,0.90857,0.69657,0.83775,0.50811,1.15269,3.23266,0.97032,1.00431,0.0012278,0.0012278,0.0012278
41,57.1393,0.89024,1.00215,0.44881,0.84011,0.95112,0.80722,0.90195,0.62789,0.92392,0.78112,0.88093,0.51024,1.12787,2.50413,0.71561,0.96699,0.001208,0.001208,0.001208
42,58.5133,0.99041,1.03115,0.47123,0.86297,0.92268,0.83647,0.91249,0.57545,0.89977,0.82117,0.90088,0.53132,1.34842,2.63772,0.68841,0.98375,0.0011882,0.0011882,0.0011882
43,59.8502,0.97497,1.05346,0.46905,0.84305,0.92498,0.89957,0.95576,0.6045,0.89924,0.89413,0.92841,0.56059,1.17308,1.80646,0.59014,0.89574,0.0011684,0.0011684,0.0011684
44,61.1946,0.94851,1.09584,0.46131,0.87166,0.94551,0.94328,0.97531,0.69102,0.91396,0.91181,0.92501,0.50459,0.98646,1.24289,0.53859,0.86542,0.0011486,0.0011486,0.0011486
45,62.5532,0.95267,1.04962,0.46524,0.83981,0.93363,0.86531,0.9313,0.66193,0.87497,0.81095,0.84558,0.41642,1.01499,1.35885,0.67904,0.8761,0.0011288,0.0011288,0.0011288
46,63.9159,0.95213,1.01654,0.45468,0.86361,0.92202,0.86272,0.92866,0.66089,0.86851,0.81265,0.84891,0.42976,1.02,1.40325,0.79016,0.88125,0.001109,0.001109,0.001109
47,65.2506,0.96606,1.12301,0.44889,0.8618,0.95359,0.77682,0.86381,0.63059,0.90678,0.73756,0.80807,0.45816,1.07816,1.5695,1.08366,0.88972,0.0010892,0.0010892,0.0010892
48,66.5913,0.95543,0.99809,0.4449,0.84587,0.91757,0.82117,0.88826,0.64928,0.87757,0.77935,0.82741,0.4433,1.07826,2.26832,0.96232,0.92228,0.0010694,0.0010694,0.0010694
49,67.9476,0.96058,1.02766,0.45223,0.84864,0.96627,0.90151,0.95744,0.67093,0.90136,0.83667,0.86593,0.41783,1.1519,1.55957,0.8269,0.9037,0.0010496,0.0010496,0.0010496
50,69.3327,0.98402,1.0703,0.45812,0.84298,0.96482,0.91989,0.96772,0.69789,0.90689,0.86391,0.88602,0.44374,1.08513,1.48484,0.6952,0.88176,0.0010298,0.0010298,0.0010298
51,70.6682,0.9694,1.10105,0.49643,0.88036,0.92306,0.92275,0.96012,0.69613,0.87053,0.86838,0.87817,0.46379,1.05214,1.78833,0.72333,0.87267,0.00101,0.00101,0.00101
52,71.9955,0.93453,1.04902,0.45017,0.85932,0.90071,0.85656,0.94009,0.66442,0.86907,0.79765,0.86192,0.4591,1.05597,1.98559,0.79046,0.87685,0.0009902,0.0009902,0.0009902
53,73.3346,0.96908,1.03737,0.44691,0.85135,0.93952,0.82225,0.90738,0.61429,0.89304,0.78112,0.83283,0.43537,1.08706,1.6031,0.59811,0.89555,0.0009704,0.0009704,0.0009704
54,74.6637,0.99649,1.11436,0.45057,0.85561,0.94643,0.85938,0.93279,0.64913,0.87976,0.80602,0.83939,0.42395,1.0372,1.43021,0.55514,0.88335,0.0009506,0.0009506,0.0009506
55,75.9975,1.02383,1.17199,0.45616,0.86705,0.97774,0.9299,0.98218,0.69729,0.92989,0.89182,0.93209,0.48134,0.99198,1.20791,0.49438,0.87015,0.0009308,0.0009308,0.0009308
56,77.3286,0.95005,1.0377,0.45992,0.84196,0.98521,0.95303,0.99108,0.6904,0.96008,0.92889,0.9688,0.53682,1.00179,1.18278,0.49682,0.87024,0.000911,0.000911,0.000911
57,78.6631,0.94016,1.06776,0.45722,0.84254,0.98652,0.95422,0.98982,0.72346,0.95989,0.92438,0.954,0.54586,0.96583,1.15245,0.46654,0.87023,0.0008912,0.0008912,0.0008912
58,80.1607,0.91085,1.04054,0.43473,0.85843,0.97977,0.96567,0.99105,0.73685,0.93768,0.92418,0.93666,0.50853,0.93781,1.16372,0.44799,0.8626,0.0008714,0.0008714,0.0008714
59,81.4892,0.95513,1.09291,0.43941,0.83698,0.97819,0.97568,0.99243,0.75668,0.94233,0.93991,0.94901,0.51621,0.88131,1.11815,0.42977,0.85166,0.0008516,0.0008516,0.0008516
60,82.9704,0.89234,0.99221,0.42449,0.8406,0.98705,0.98103,0.99432,0.76935,0.94689,0.94993,0.95477,0.53498,0.83751,1.05699,0.40981,0.8427,0.0008318,0.0008318,0.0008318
61,84.4641,0.91963,1.03087,0.43878,0.84523,0.98745,0.98426,0.99458,0.76975,0.95223,0.9485,0.96336,0.53155,0.84459,1.05284,0.4157,0.84341,0.000812,0.000812,0.000812
62,85.7926,0.88264,1.00309,0.42011,0.85202,0.99141,0.99049,0.99481,0.76926,0.95596,0.95279,0.9595,0.54109,0.83172,1.03,0.40318,0.83716,0.0007922,0.0007922,0.0007922
63,87.2696,0.89405,1.06592,0.41636,0.84376,0.99335,0.99285,0.99491,0.76388,0.95534,0.94866,0.95244,0.54271,0.82444,1.05303,0.40207,0.83481,0.0007724,0.0007724,0.0007724
64,88.594,0.87616,0.9642,0.41652,0.84315,0.99389,0.99428,0.99491,0.76016,0.94938,0.94993,0.9489,0.53955,0.84951,1.1125,0.39411,0.84063,0.0007526,0.0007526,0.0007526
65,89.9446,0.89204,0.97376,0.41371,0.82951,0.99005,0.99604,0.99474,0.73311,0.93745,0.94333,0.92828,0.4869,0.87401,1.14491,0.40745,0.84241,0.0007328,0.0007328,0.0007328
66,91.2714,0.80272,0.94403,0.40924,0.83433,0.98726,0.99714,0.9944,0.74685,0.93202,0.94134,0.91892,0.46708,0.84096,1.08783,0.41618,0.83639,0.000713,0.000713,0.000713
67,92.5999,0.82859,0.93478,0.40697,0.84174,0.97699,0.99714,0.99385,0.75947,0.93431,0.95136,0.93571,0.50379,0.82347,1.04918,0.42893,0.83379,0.0006932,0.0006932,0.0006932
68,93.9264,0.85355,0.97919,0.41459,0.85556,0.98367,0.99571,0.99373,0.77137,0.9434,0.9538,0.95208,0.53176,0.80856,1.03154,0.41723,0.83273,0.0006734,0.0006734,0.0006734
69,95.2598,0.86563,0.98468,0.4051,0.83736,0.98736,0.99428,0.99427,0.78009,0.95303,0.95791,0.96349,0.57468,0.78821,1.00031,0.3991,0.82805,0.0006536,0.0006536,0.0006536
70,96.7531,0.85852,1.0021,0.39396,0.84319,0.98732,0.99285,0.99447,0.78066,0.94901,0.95279,0.96295,0.58393,0.80269,1.01102,0.38599,0.82911,0.0006338,0.0006338,0.0006338
71,98.224,0.79386,0.95689,0.38455,0.83592,0.98772,0.99571,0.99456,0.77538,0.94638,0.95136,0.96603,0.56756,0.82142,1.03264,0.37958,0.82974,0.000614,0.000614,0.000614
72,99.5536,0.8126,0.89258,0.38645,0.82695,0.99004,0.99556,0.99449,0.78491,0.94735,0.95252,0.96795,0.56138,0.7902,0.98198,0.395,0.82563,0.0005942,0.0005942,0.0005942
73,100.899,0.81678,0.91656,0.3914,0.84025,0.99078,0.99571,0.99441,0.79171,0.95423,0.95851,0.9636,0.56306,0.77648,0.9484,0.39299,0.82371,0.0005744,0.0005744,0.0005744
74,102.24,0.84915,0.9559,0.39542,0.83379,0.99288,0.99696,0.99446,0.79345,0.95579,0.95881,0.95875,0.54256,0.76703,0.93714,0.37376,0.8222,0.0005546,0.0005546,0.0005546
75,103.574,0.80864,0.91677,0.38819,0.83008,0.99156,0.99714,0.99452,0.78205,0.953,0.95708,0.95007,0.51135,0.78234,0.99538,0.37605,0.8247,0.0005348,0.0005348,0.0005348
76,104.913,0.78687,0.87071,0.38045,0.82184,0.99429,0.99701,0.99456,0.75985,0.94151,0.94134,0.93711,0.49888,0.84036,1.10286,0.38204,0.83351,0.000515,0.000515,0.000515
77,106.244,0.84765,0.95323,0.39415,0.82871,0.99428,0.99454,0.9947,0.75529,0.94219,0.94134,0.94448,0.50272,0.84989,1.09865,0.38398,0.83519,0.0004952,0.0004952,0.0004952
78,107.596,0.80836,0.93528,0.38895,0.84019,0.99627,0.99285,0.99474,0.78129,0.94218,0.93848,0.94454,0.52589,0.77678,0.99348,0.37855,0.82377,0.0004754,0.0004754,0.0004754
79,108.928,0.81855,0.92203,0.38901,0.82677,0.99712,0.99183,0.9948,0.77378,0.94534,0.94021,0.94124,0.51689,0.77156,1.01056,0.37508,0.82339,0.0004556,0.0004556,0.0004556
80,110.256,0.81201,0.90169,0.39445,0.84123,0.99369,0.99571,0.99486,0.7572,0.94226,0.94421,0.9359,0.49085,0.81556,1.09924,0.37884,0.83108,0.0004358,0.0004358,0.0004358
81,111.586,0.81344,0.94006,0.38973,0.81528,0.99428,0.99541,0.99491,0.7352,0.93428,0.9356,0.9235,0.46145,0.87504,1.187,0.38909,0.83754,0.000416,0.000416,0.000416
82,112.916,0.81402,0.90559,0.38926,0.83444,0.99338,0.99428,0.99491,0.74096,0.94273,0.94203,0.92953,0.45655,0.86613,1.16608,0.38859,0.83507,0.0003962,0.0003962,0.0003962
83,114.259,0.84212,0.94812,0.39413,0.82425,0.99144,0.99472,0.99489,0.73258,0.93869,0.94184,0.92705,0.44527,0.87993,1.18459,0.39092,0.83778,0.0003764,0.0003764,0.0003764
84,115.583,0.79633,0.87042,0.37454,0.82861,0.99284,0.99232,0.99472,0.75107,0.94847,0.94804,0.93443,0.45755,0.85081,1.12482,0.37662,0.83577,0.0003566,0.0003566,0.0003566
85,116.915,0.79819,0.90673,0.37257,0.84361,0.98967,0.99571,0.99458,0.76917,0.94843,0.95422,0.93956,0.47658,0.81643,1.06421,0.3708,0.83199,0.0003368,0.0003368,0.0003368
86,118.258,0.79334,0.90888,0.37353,0.82795,0.99006,0.9971,0.99448,0.78062,0.95027,0.95708,0.93848,0.49789,0.77955,0.99669,0.36144,0.82416,0.000317,0.000317,0.000317
87,119.611,0.78235,0.85373,0.36556,0.82071,0.99146,0.99601,0.99438,0.76907,0.94589,0.95038,0.93498,0.4927,0.78919,0.99135,0.3628,0.82339,0.0002972,0.0002972,0.0002972
88,120.936,0.71435,0.7774,0.35005,0.81502,0.99287,0.99577,0.99431,0.7466,0.93869,0.94189,0.91962,0.46663,0.81823,1.03046,0.36343,0.82635,0.0002774,0.0002774,0.0002774
89,122.267,0.77432,0.86122,0.36898,0.80859,0.99429,0.99685,0.99429,0.74226,0.9371,0.93991,0.91545,0.46537,0.82186,1.0469,0.3627,0.82611,0.0002576,0.0002576,0.0002576
90,123.6,0.82594,0.87251,0.37444,0.82354,0.99376,0.99714,0.99429,0.76741,0.93815,0.94134,0.92185,0.47955,0.78184,1.01467,0.35536,0.8219,0.0002378,0.0002378,0.0002378
91,125.313,0.84059,0.98365,0.38458,0.82988,0.99454,0.99714,0.99437,0.79859,0.94584,0.9485,0.93522,0.50454,0.72694,0.95241,0.34584,0.8159,0.000218,0.000218,0.000218
92,126.654,0.80525,1.02859,0.37811,0.8411,0.99714,0.99662,0.99458,0.8188,0.96135,0.96072,0.9532,0.53817,0.69362,0.91282,0.34245,0.81133,0.0001982,0.0001982,0.0001982
93,127.976,0.80098,0.91863,0.38442,0.81651,0.99856,0.99472,0.99477,0.82152,0.96554,0.96193,0.95994,0.55157,0.69272,0.90876,0.3406,0.81082,0.0001784,0.0001784,0.0001784
94,129.43,0.77128,0.95254,0.36525,0.80697,0.99846,0.99428,0.99491,0.81974,0.96825,0.96423,0.96489,0.55155,0.6959,0.90978,0.34198,0.8118,0.0001586,0.0001586,0.0001586
95,130.748,0.75378,0.88747,0.36749,0.81713,0.99842,0.99428,0.99497,0.81631,0.96405,0.95994,0.96412,0.5481,0.70342,0.91361,0.34439,0.81294,0.0001388,0.0001388,0.0001388
96,132.089,0.8241,0.93763,0.37428,0.83487,0.99828,0.99428,0.99499,0.81362,0.95825,0.95234,0.95706,0.53736,0.72059,0.92912,0.34404,0.81594,0.000119,0.000119,0.000119
97,133.436,0.73913,0.90255,0.35082,0.81643,0.99856,0.99221,0.99499,0.80886,0.95964,0.95234,0.95834,0.53447,0.72739,0.94542,0.34476,0.81653,9.92e-05,9.92e-05,9.92e-05
98,134.77,0.79107,0.91345,0.36655,0.82455,0.99154,0.99571,0.99496,0.81135,0.9502,0.95422,0.95727,0.53915,0.72589,0.95087,0.34343,0.81572,7.94e-05,7.94e-05,7.94e-05
99,136.124,0.74428,0.86117,0.3521,0.82781,0.99145,0.99594,0.99494,0.81332,0.94873,0.95306,0.95516,0.54088,0.72239,0.94731,0.34152,0.81463,5.96e-05,5.96e-05,5.96e-05
100,137.487,0.76179,0.88514,0.35056,0.82632,0.99145,0.99594,0.99494,0.81608,0.94731,0.95165,0.95307,0.54307,0.71396,0.94149,0.34171,0.81359,3.98e-05,3.98e-05,3.98e-05
