epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,434.335,1.29146,1.48147,0.83241,0.92796,0.90813,0.85749,0.94267,0.57305,0.84363,0.79277,0.8725,0.42312,1.20916,1.46021,1.03862,0.92489,0.00037842,0.00037842,0.00037842
12,470.504,1.22326,1.41866,0.84078,0.91933,0.88852,0.89398,0.94384,0.57322,0.83547,0.8076,0.87649,0.42969,1.18788,1.49892,0.90277,0.92733,0.000409906,0.000409906,0.000409906
13,507.015,1.24211,1.43689,0.81127,0.91723,0.90201,0.86508,0.9271,0.55142,0.87632,0.79759,0.87997,0.46693,1.25049,1.40656,0.86544,0.93316,0.0004406,0.0004406,0.0004406
14,543.146,1.22583,1.37165,0.79356,0.90044,0.94282,0.87405,0.94129,0.55562,0.91518,0.79518,0.8891,0.45825,1.24071,1.38778,0.97142,0.92675,0.000470502,0.000470502,0.000470502
15,579.597,1.21797,1.39542,0.75833,0.90868,0.92359,0.81555,0.91708,0.53179,0.86629,0.76495,0.85005,0.39505,1.21137,1.46565,0.82872,0.92022,0.000499612,0.000499612,0.000499612
16,615.008,1.19936,1.28138,0.77342,0.89505,0.66635,0.79036,0.74174,0.39612,0.62927,0.74217,0.67623,0.2946,1.19024,1.6137,0.99347,0.91499,0.00052793,0.00052793,0.00052793
17,650.433,1.20204,1.34196,0.73891,0.89928,0.4307,0.81205,0.41405,0.22893,0.41095,0.77108,0.3787,0.16562,1.1656,1.79556,1.65539,0.9189,0.000555456,0.000555456,0.000555456
18,685.987,1.20064,1.44826,0.72035,0.89093,0.36319,0.78554,0.35141,0.20779,0.34845,0.75181,0.32435,0.15931,1.17272,1.4819,2.72563,0.91067,0.00058219,0.00058219,0.00058219
19,721.613,1.24596,1.4743,0.73004,0.88786,0.35066,0.78313,0.33195,0.18331,0.32078,0.71566,0.29161,0.12593,1.26997,1.99019,2.65623,0.93305,0.000608132,0.000608132,0.000608132
20,756.935,1.20602,1.40042,0.71304,0.91264,0.80139,0.80482,0.86417,0.48328,0.73779,0.71566,0.74927,0.3222,1.30984,1.84474,0.76695,0.93929,0.000633282,0.000633282,0.000633282
21,792.128,1.21727,1.41768,0.71461,0.87919,0.85811,0.87229,0.93435,0.5673,0.81047,0.81446,0.85133,0.40457,1.17502,1.44954,0.70155,0.91335,0.00065764,0.00065764,0.00065764
22,830.884,1.24859,1.46839,0.70445,0.89211,0.86216,0.87229,0.93788,0.57085,0.83263,0.82651,0.87596,0.4282,1.15995,1.42781,0.70155,0.91174,0.000681206,0.000681206,0.000681206
23,866.88,1.17205,1.35417,0.66255,0.89183,0.82571,0.84337,0.90415,0.54689,0.79851,0.76394,0.81307,0.3795,1.16797,1.62655,0.6948,0.91785,0.00070398,0.00070398,0.00070398
24,902.567,1.17359,1.36772,0.63042,0.88187,0.87954,0.82696,0.92526,0.59131,0.83594,0.77348,0.83954,0.43205,1.09508,1.31596,0.66146,0.89473,0.000725962,0.000725962,0.000725962
25,938.913,1.1683,1.33413,0.62669,0.882,0.88748,0.90602,0.95213,0.60519,0.84841,0.83615,0.8849,0.45811,1.10285,1.31216,0.65902,0.8951,0.000747152,0.000747152,0.000747152
26,974.36,1.11909,1.30103,0.61888,0.88125,0.8219,0.92771,0.92324,0.5557,0.81242,0.83855,0.85206,0.39869,1.15186,1.41716,0.66907,0.9118,0.00076755,0.00076755,0.00076755
27,1010.64,1.21084,1.35048,0.61673,0.90904,0.86918,0.88916,0.93464,0.54932,0.83544,0.83184,0.87173,0.43207,1.16014,1.40491,0.73125,0.90595,0.000787156,0.000787156,0.000787156
28,1046.2,1.10903,1.27894,0.59,0.88137,0.86918,0.88916,0.93464,0.54932,0.83544,0.83184,0.87173,0.43207,1.16014,1.40491,0.73125,0.90595,0.00080597,0.00080597,0.00080597
29,1082.07,1.11257,1.33554,0.61466,0.88541,0.93143,0.86506,0.94408,0.55901,0.88802,0.81446,0.88645,0.44869,1.2689,1.56633,0.79163,0.93313,0.000823992,0.000823992,0.000823992
30,1117.52,1.0496,1.18225,0.59728,0.88634,0.92405,0.91084,0.9697,0.5887,0.85966,0.82651,0.88217,0.46448,1.11192,1.37967,0.72996,0.88589,0.000841222,0.000841222,0.000841222
31,1152.72,1.04348,1.24097,0.59915,0.88632,0.92405,0.91084,0.9697,0.5887,0.85966,0.82651,0.88217,0.46448,1.11192,1.37967,0.72996,0.88589,0.00085766,0.00085766,0.00085766
32,1188.03,1.08939,1.28795,0.608,0.87895,0.94705,0.94217,0.98275,0.63193,0.88508,0.86988,0.91176,0.46087,1.06181,1.30484,0.63312,0.87914,0.000873306,0.000873306,0.000873306
33,1223.74,1.18106,1.29659,0.63907,0.87921,0.89976,0.89398,0.95736,0.55678,0.83914,0.78313,0.84763,0.37328,1.21077,1.52528,0.68582,0.91694,0.00088816,0.00088816,0.00088816
34,1260.09,1.10033,1.24442,0.58133,0.88235,0.89976,0.89398,0.95736,0.55678,0.83914,0.78313,0.84763,0.37328,1.21077,1.52528,0.68582,0.91694,0.000902222,0.000902222,0.000902222
35,1295.88,1.09359,1.2445,0.58805,0.88288,0.91327,0.88434,0.95876,0.55412,0.86942,0.84819,0.90997,0.45517,1.10526,1.37276,0.68682,0.88769,0.000915492,0.000915492,0.000915492
36,1331.74,1.1014,1.1831,0.59152,0.87087,0.88498,0.88989,0.94726,0.54999,0.85137,0.8241,0.89599,0.41749,1.19755,1.51049,0.70036,0.90633,0.00092797,0.00092797,0.00092797
37,1367.32,1.10729,1.29443,0.58468,0.87575,0.88498,0.88989,0.94726,0.54999,0.85137,0.8241,0.89599,0.41749,1.19755,1.51049,0.70036,0.90633,0.000939656,0.000939656,0.000939656
38,1403.35,1.03871,1.26753,0.55651,0.85027,0.8438,0.87229,0.92985,0.53392,0.83044,0.8,0.88839,0.39249,1.12429,1.23528,0.69546,0.89257,0.00095055,0.00095055,0.00095055
39,1439.11,1.02123,1.16443,0.54821,0.85846,0.81284,0.88675,0.92536,0.51667,0.78276,0.81928,0.88068,0.3717,1.12871,1.27925,0.71094,0.89406,0.000960652,0.000960652,0.000960652
40,1475.54,0.9968,1.1075,0.54476,0.83531,0.81284,0.88675,0.92536,0.51667,0.78276,0.81928,0.88068,0.3717,1.12871,1.27925,0.71094,0.89406,0.000969962,0.000969962,0.000969962
41,1511.91,1.02117,1.17331,0.54889,0.86473,0.92996,0.9253,0.96823,0.59387,0.89174,0.85542,0.91608,0.44636,1.05897,1.19463,0.6379,0.87938,0.00097848,0.00097848,0.00097848
42,1547.68,1.08585,1.14289,0.55462,0.85819,0.96932,0.93976,0.98023,0.64161,0.88499,0.85295,0.90581,0.45538,1.02676,1.27497,0.58825,0.87795,0.000986206,0.000986206,0.000986206
43,1583.38,1.07989,1.26696,0.56291,0.87887,0.96932,0.93976,0.98023,0.64161,0.88499,0.85295,0.90581,0.45538,1.02676,1.27497,0.58825,0.87795,0.00099314,0.00099314,0.00099314
44,1618.75,1.05502,1.19875,0.55523,0.85889,0.94508,0.93253,0.97682,0.6536,0.87876,0.83836,0.89119,0.46549,1.01567,1.27954,0.60861,0.87237,0.000999282,0.000999282,0.000999282
45,1653.73,1.05085,1.18467,0.54751,0.87505,0.94508,0.93253,0.97682,0.6536,0.87876,0.83836,0.89119,0.46549,1.01567,1.27954,0.60861,0.87237,0.00100463,0.00100463,0.00100463
46,1689.37,1.07493,1.2224,0.55935,0.8562,0.95347,0.93815,0.9799,0.64652,0.87473,0.84578,0.88767,0.43264,1.04218,1.17256,0.5792,0.879,0.00100919,0.00100919,0.00100919
47,1725.45,1.03581,1.10243,0.54553,0.87437,0.95347,0.93815,0.9799,0.64652,0.87473,0.84578,0.88767,0.43264,1.04218,1.17256,0.5792,0.879,0.00101296,0.00101296,0.00101296
48,1760.56,1.105,1.12028,0.56826,0.88419,0.96345,0.95264,0.9825,0.63406,0.90986,0.89996,0.90609,0.45482,0.97552,1.14707,0.56561,0.86165,0.00101593,0.00101593,0.00101593
49,1795.76,1.01931,1.11534,0.52431,0.85485,0.96345,0.95264,0.9825,0.63406,0.90986,0.89996,0.90609,0.45482,0.97552,1.14707,0.56561,0.86165,0.00101811,0.00101811,0.00101811
50,1830.81,1.03521,1.1171,0.5281,0.85394,0.96118,0.95472,0.98279,0.63077,0.89283,0.86319,0.86445,0.39297,0.95746,1.07392,0.54119,0.85577,0.0010195,0.0010195,0.0010195
51,1866.9,1.00735,1.10217,0.52413,0.84151,0.96118,0.95472,0.98279,0.63077,0.89283,0.86319,0.86445,0.39297,0.95746,1.07392,0.54119,0.85577,0.00101,0.00101,0.00101
52,1901.66,0.97885,1.08838,0.51661,0.84541,0.94732,0.95329,0.98356,0.6719,0.88452,0.86746,0.90091,0.48735,0.93544,1.16042,0.51975,0.84955,0.0009902,0.0009902,0.0009902
53,1936.6,0.96195,1.12594,0.50915,0.85959,0.94732,0.95329,0.98356,0.6719,0.88452,0.86746,0.90091,0.48735,0.93544,1.16042,0.51975,0.84955,0.0009704,0.0009704,0.0009704
54,1971.86,0.98997,1.10901,0.50944,0.85573,0.94761,0.9589,0.98514,0.68439,0.9211,0.90024,0.93696,0.50521,0.93855,1.10013,0.52061,0.84943,0.0009506,0.0009506,0.0009506
55,2006.63,0.99015,1.15701,0.5176,0.84589,0.94761,0.9589,0.98514,0.68439,0.9211,0.90024,0.93696,0.50521,0.93855,1.10013,0.52061,0.84943,0.0009308,0.0009308,0.0009308
56,2041.49,0.93662,1.1304,0.50126,0.84389,0.9585,0.95904,0.98774,0.68145,0.92322,0.84029,0.91116,0.48039,0.94912,1.13078,0.51356,0.86019,0.000911,0.000911,0.000911
57,2076.49,0.98203,1.11917,0.4938,0.86457,0.9585,0.95904,0.98774,0.68145,0.92322,0.84029,0.91116,0.48039,0.94912,1.13078,0.51356,0.86019,0.0008912,0.0008912,0.0008912
58,2115.55,0.96683,1.07425,0.49673,0.85349,0.97293,0.95904,0.98974,0.69221,0.9425,0.86891,0.92957,0.50961,0.92704,1.05922,0.5005,0.85368,0.0008714,0.0008714,0.0008714
59,2151.61,0.99968,1.10343,0.51208,0.84911,0.97293,0.95904,0.98974,0.69221,0.9425,0.86891,0.92957,0.50961,0.92704,1.05922,0.5005,0.85368,0.0008516,0.0008516,0.0008516
60,2187.13,0.93945,1.09929,0.49847,0.85285,0.97442,0.9494,0.98729,0.68891,0.88783,0.85301,0.89201,0.45024,0.89692,1.03564,0.4947,0.84755,0.0008318,0.0008318,0.0008318
61,2222.37,0.96657,1.03876,0.51433,0.83545,0.97442,0.9494,0.98729,0.68891,0.88783,0.85301,0.89201,0.45024,0.89692,1.03564,0.4947,0.84755,0.000812,0.000812,0.000812
62,2257.52,0.94589,1.03558,0.49921,0.84216,0.9638,0.96222,0.98979,0.67981,0.85131,0.86024,0.8878,0.42977,0.93337,1.18575,0.4887,0.84727,0.0007922,0.0007922,0.0007922
63,2292.5,0.92961,1.07853,0.47471,0.83158,0.9638,0.96222,0.98979,0.67981,0.85131,0.86024,0.8878,0.42977,0.93337,1.18575,0.4887,0.84727,0.0007724,0.0007724,0.0007724
64,2327.62,0.96042,1.15749,0.48603,0.8392,0.98276,0.96175,0.99224,0.69587,0.90895,0.89008,0.91732,0.46303,0.8755,1.01581,0.47601,0.84337,0.0007526,0.0007526,0.0007526
65,2362.57,0.95657,1.00354,0.49598,0.84896,0.98276,0.96175,0.99224,0.69587,0.90895,0.89008,0.91732,0.46303,0.8755,1.01581,0.47601,0.84337,0.0007328,0.0007328,0.0007328
66,2398.19,0.93121,1.01155,0.48704,0.83859,0.99014,0.9676,0.99266,0.71003,0.92197,0.89398,0.92298,0.48119,0.8635,0.997,0.46856,0.84302,0.000713,0.000713,0.000713
67,2432.77,0.88694,1.0216,0.47187,0.83821,0.99014,0.9676,0.99266,0.71003,0.92197,0.89398,0.92298,0.48119,0.8635,0.997,0.46856,0.84302,0.0006932,0.0006932,0.0006932
68,2468.13,0.92806,1.03635,0.4835,0.83113,0.9914,0.96386,0.99249,0.70922,0.90234,0.8747,0.90807,0.47588,0.89398,1.02375,0.48702,0.84415,0.0006734,0.0006734,0.0006734
69,2503.58,0.91087,1.01958,0.478,0.83923,0.9914,0.96386,0.99249,0.70922,0.90234,0.8747,0.90807,0.47588,0.89398,1.02375,0.48702,0.84415,0.0006536,0.0006536,0.0006536
70,2538.11,0.9714,1.13807,0.489,0.86966,0.99257,0.96599,0.99255,0.71996,0.91171,0.88675,0.9307,0.48665,0.86922,0.99978,0.47389,0.84412,0.0006338,0.0006338,0.0006338
71,2572.35,0.87844,0.99673,0.45819,0.85071,0.99257,0.96599,0.99255,0.71996,0.91171,0.88675,0.9307,0.48665,0.86922,0.99978,0.47389,0.84412,0.000614,0.000614,0.000614
72,2607.17,0.90533,1.00886,0.471,0.82722,0.99506,0.97088,0.99328,0.70746,0.91356,0.88675,0.92578,0.52369,0.96798,1.12991,0.48899,0.8578,0.0005942,0.0005942,0.0005942
73,2641.89,0.92925,1.03965,0.47285,0.82239,0.99506,0.97088,0.99328,0.70746,0.91356,0.88675,0.92578,0.52369,0.96798,1.12991,0.48899,0.8578,0.0005744,0.0005744,0.0005744
74,2678.56,0.98031,1.08756,0.48866,0.85552,0.99753,0.97272,0.9938,0.72042,0.91096,0.88747,0.91755,0.50662,0.94363,1.09852,0.47691,0.8561,0.0005546,0.0005546,0.0005546
75,2713.12,0.9475,1.06074,0.48866,0.84631,0.99753,0.97272,0.9938,0.72042,0.91096,0.88747,0.91755,0.50662,0.94363,1.09852,0.47691,0.8561,0.0005348,0.0005348,0.0005348
76,2748,0.97169,1.0684,0.49133,0.83276,0.99716,0.97108,0.99376,0.71212,0.90299,0.86988,0.91184,0.46551,0.85859,0.9709,0.46011,0.84357,0.000515,0.000515,0.000515
77,2783.44,0.86787,0.94171,0.47941,0.81519,0.99716,0.97108,0.99376,0.71212,0.90299,0.86988,0.91184,0.46551,0.85859,0.9709,0.46011,0.84357,0.0004952,0.0004952,0.0004952
78,2817.78,0.91372,0.95367,0.47396,0.83161,0.99504,0.96707,0.99368,0.69858,0.90208,0.86577,0.89403,0.43124,0.87196,0.98041,0.45884,0.8444,0.0004754,0.0004754,0.0004754
79,2852.14,0.9131,0.95751,0.47006,0.81984,0.99504,0.96707,0.99368,0.69858,0.90208,0.86577,0.89403,0.43124,0.87196,0.98041,0.45884,0.8444,0.0004556,0.0004556,0.0004556
80,2887.38,0.94899,1.09596,0.46741,0.83279,0.99476,0.96867,0.99362,0.70468,0.90305,0.87952,0.88334,0.44172,0.8327,0.97735,0.43792,0.83934,0.0004358,0.0004358,0.0004358
81,2922.19,0.9265,1.01146,0.46217,0.83237,0.99476,0.96867,0.99362,0.70468,0.90305,0.87952,0.88334,0.44172,0.8327,0.97735,0.43792,0.83934,0.000416,0.000416,0.000416
82,2957.1,0.87757,0.95774,0.44296,0.83972,0.9906,0.96867,0.99384,0.71295,0.92342,0.90068,0.92399,0.47683,0.81009,0.96169,0.42748,0.83442,0.0003962,0.0003962,0.0003962
83,2991.62,0.8199,0.94186,0.44282,0.8298,0.9906,0.96867,0.99384,0.71295,0.92342,0.90068,0.92399,0.47683,0.81009,0.96169,0.42748,0.83442,0.0003764,0.0003764,0.0003764
84,3026.31,0.88547,0.91893,0.44214,0.82026,0.99335,0.96867,0.99395,0.7328,0.93365,0.90361,0.93971,0.4932,0.80514,0.95951,0.41806,0.83174,0.0003566,0.0003566,0.0003566
85,3061.11,0.86193,0.93028,0.43775,0.81279,0.99335,0.96867,0.99395,0.7328,0.93365,0.90361,0.93971,0.4932,0.80514,0.95951,0.41806,0.83174,0.0003368,0.0003368,0.0003368
86,3095.96,0.86615,0.94813,0.43707,0.83335,0.99423,0.96867,0.99399,0.75558,0.92513,0.9012,0.93631,0.51522,0.76628,0.92443,0.40603,0.82699,0.000317,0.000317,0.000317
87,3130.72,0.83943,0.98634,0.43006,0.82784,0.99423,0.96867,0.99399,0.75558,0.92513,0.9012,0.93631,0.51522,0.76628,0.92443,0.40603,0.82699,0.0002972,0.0002972,0.0002972
88,3165.65,0.80893,0.92663,0.41251,0.83076,0.99508,0.97414,0.99433,0.76777,0.92371,0.90438,0.93765,0.53838,0.73955,0.88094,0.39554,0.82507,0.0002774,0.0002774,0.0002774
89,3200.14,0.7968,0.85257,0.41574,0.83587,0.99508,0.97414,0.99433,0.76777,0.92371,0.90438,0.93765,0.53838,0.73955,0.88094,0.39554,0.82507,0.0002576,0.0002576,0.0002576
90,3235.12,0.8171,0.95974,0.42441,0.81489,0.99448,0.9759,0.99425,0.76832,0.94189,0.9253,0.94899,0.55172,0.73762,0.87195,0.38856,0.82428,0.0002378,0.0002378,0.0002378
91,3269.18,0.85527,1.09212,0.45846,0.83899,0.99448,0.9759,0.99425,0.76832,0.94189,0.9253,0.94899,0.55172,0.73762,0.87195,0.38856,0.82428,0.000218,0.000218,0.000218
92,3303.4,0.83337,0.88723,0.4421,0.83046,0.99056,0.97349,0.99402,0.76944,0.94366,0.9282,0.95097,0.5576,0.73543,0.88254,0.39267,0.82311,0.0001982,0.0001982,0.0001982
93,3337.21,0.82675,0.97444,0.4354,0.82933,0.99056,0.97349,0.99402,0.76944,0.94366,0.9282,0.95097,0.5576,0.73543,0.88254,0.39267,0.82311,0.0001784,0.0001784,0.0001784
94,3371.32,0.84891,0.92355,0.44434,0.83305,0.99194,0.97349,0.99343,0.76923,0.9484,0.93253,0.95335,0.56108,0.73123,0.88333,0.40541,0.82316,0.0001586,0.0001586,0.0001586
95,3409.76,0.82976,0.9965,0.4335,0.83415,0.99194,0.97349,0.99343,0.76923,0.9484,0.93253,0.95335,0.56108,0.73123,0.88333,0.40541,0.82316,0.0001388,0.0001388,0.0001388
96,3445.07,0.81396,0.98884,0.43141,0.82961,0.98531,0.96951,0.99275,0.76596,0.94371,0.92919,0.95143,0.55958,0.73514,0.88965,0.41474,0.8245,0.000119,0.000119,0.000119
97,3479.31,0.82567,0.9855,0.43479,0.82359,0.98531,0.96951,0.99275,0.76596,0.94371,0.92919,0.95143,0.55958,0.73514,0.88965,0.41474,0.8245,9.92e-05,9.92e-05,9.92e-05
98,3513.53,0.81611,0.86232,0.4311,0.82256,0.98529,0.96818,0.99249,0.7652,0.94594,0.92757,0.9511,0.55253,0.73247,0.8929,0.41392,0.82367,7.94e-05,7.94e-05,7.94e-05
99,3547.68,0.80385,0.90032,0.4258,0.82878,0.98529,0.96818,0.99249,0.7652,0.94594,0.92757,0.9511,0.55253,0.73247,0.8929,0.41392,0.82367,5.96e-05,5.96e-05,5.96e-05
100,3581.87,0.79161,0.98185,0.42916,0.82358,0.98356,0.97108,0.99278,0.7672,0.9413,0.9273,0.94831,0.54968,0.72381,0.88806,0.40692,0.82216,3.98e-05,3.98e-05,3.98e-05
