epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,25.1382,1.20332,1.31373,0.61528,0.87404,0.82572,0.88982,0.90864,0.48237,0.78211,0.83952,0.85067,0.42152,1.14013,1.44143,0.75631,0.89798,0.001505,0.001505,0.001505
27,26.0181,1.13162,1.25775,0.62963,0.88192,0.84395,0.91497,0.94325,0.52488,0.78581,0.82156,0.86375,0.45018,1.15922,1.44802,0.65411,0.89474,0.0014852,0.0014852,0.0014852
28,26.9145,1.21226,1.32769,0.59921,0.86971,0.83373,0.91497,0.9227,0.49144,0.7628,0.83713,0.82063,0.38541,1.15412,1.41712,0.66378,0.89909,0.0014654,0.0014654,0.0014654
29,27.7921,1.24458,1.34741,0.61565,0.88094,0.91397,0.90333,0.95901,0.58374,0.84854,0.83866,0.86307,0.41124,1.09965,1.39814,0.65506,0.89347,0.0014456,0.0014456,0.0014456
30,28.7295,1.28588,1.32683,0.63709,0.88937,0.85383,0.81557,0.90708,0.52606,0.76745,0.71737,0.76486,0.32137,1.13183,1.54274,0.72982,0.90408,0.0014258,0.0014258,0.0014258
31,29.6139,1.23439,1.33411,0.61036,0.90181,0.79578,0.79281,0.85044,0.4368,0.68255,0.68263,0.6977,0.2872,1.30927,1.84192,0.905,0.92411,0.001406,0.001406,0.001406
32,30.5329,1.23101,1.34759,0.62767,0.90377,0.86172,0.81349,0.916,0.4982,0.79544,0.7218,0.81137,0.38368,1.17142,1.46301,0.80787,0.90059,0.0013862,0.0013862,0.0013862
33,31.4004,1.17821,1.26013,0.58967,0.86155,0.82638,0.79401,0.89634,0.47516,0.73998,0.70419,0.76438,0.32301,1.18235,1.54713,0.89096,0.89813,0.0013664,0.0013664,0.0013664
34,32.2743,1.20285,1.29944,0.59392,0.88089,0.83039,0.82994,0.90135,0.47299,0.69571,0.69581,0.67657,0.23872,1.23743,1.71831,0.80862,0.91354,0.0013466,0.0013466,0.0013466
35,33.142,1.17214,1.2978,0.56647,0.89328,0.93305,0.85117,0.94473,0.53842,0.79361,0.74012,0.77149,0.30546,1.1977,1.62066,0.66018,0.90954,0.0013268,0.0013268,0.0013268
36,34.0522,1.20219,1.30752,0.60157,0.86474,0.95071,0.9006,0.96406,0.542,0.85927,0.80436,0.85593,0.36534,1.24954,1.69469,0.58698,0.92681,0.001307,0.001307,0.001307
37,34.9258,1.09408,1.26706,0.55737,0.86358,0.95859,0.92695,0.98034,0.64271,0.93653,0.88503,0.95417,0.51407,1.07303,1.23316,0.57141,0.88583,0.0012872,0.0012872,0.0012872
38,35.8502,1.14706,1.26852,0.58093,0.87268,0.95033,0.93533,0.97823,0.6441,0.92859,0.90323,0.95448,0.53212,1.02854,1.2173,0.58276,0.87461,0.0012674,0.0012674,0.0012674
39,36.7738,1.05165,1.24678,0.51682,0.86307,0.90133,0.87066,0.93783,0.56672,0.88156,0.86466,0.93356,0.53662,1.14181,1.35641,0.65542,0.88786,0.0012476,0.0012476,0.0012476
40,37.6532,1.08471,1.29106,0.53411,0.85067,0.8963,0.72458,0.85595,0.53641,0.84972,0.68393,0.79917,0.38338,1.17438,1.31721,0.83221,0.89988,0.0012278,0.0012278,0.0012278
41,38.5173,1.15476,1.25605,0.54422,0.87517,0.92763,0.85964,0.93363,0.57285,0.86395,0.8,0.85959,0.41902,1.15499,1.2856,0.68671,0.89791,0.001208,0.001208,0.001208
42,39.4342,1.05917,1.18856,0.52799,0.8514,0.93316,0.93293,0.96976,0.60098,0.8491,0.84551,0.87515,0.4343,1.07527,1.28005,0.56962,0.88121,0.0011882,0.0011882,0.0011882
43,40.3252,1.11665,1.28057,0.53571,0.85241,0.95361,0.95928,0.98902,0.62855,0.91513,0.92096,0.96359,0.52923,1.04417,1.40112,0.53094,0.87458,0.0011684,0.0011684,0.0011684
44,41.2087,1.1566,1.2425,0.55748,0.88318,0.96487,0.97485,0.98973,0.6318,0.92694,0.93653,0.95892,0.52564,1.08686,1.48668,0.56182,0.88037,0.0011486,0.0011486,0.0011486
45,42.085,1.13734,1.21109,0.53143,0.85989,0.96509,0.9602,0.98738,0.64931,0.89767,0.893,0.91865,0.47789,1.04693,1.31005,0.5723,0.8761,0.0011288,0.0011288,0.0011288
46,42.9729,1.10798,1.17713,0.52376,0.85121,0.96439,0.94611,0.9757,0.6216,0.8986,0.88503,0.91062,0.49921,1.17219,1.59706,0.61775,0.90131,0.001109,0.001109,0.001109
47,43.9113,1.10611,1.21688,0.51342,0.85755,0.95857,0.97964,0.99038,0.6313,0.88772,0.90778,0.91913,0.50121,1.15402,1.39778,0.569,0.89387,0.0010892,0.0010892,0.0010892
48,44.7915,1.07747,1.20992,0.52158,0.85419,0.96898,0.98683,0.99251,0.66588,0.86846,0.88623,0.88815,0.46979,0.98524,1.15566,0.51785,0.86332,0.0010694,0.0010694,0.0010694
49,45.673,1.08756,1.26455,0.51037,0.87444,0.9745,0.94012,0.98335,0.64685,0.93166,0.89794,0.93683,0.47605,1.04929,1.16612,0.5722,0.87825,0.0010496,0.0010496,0.0010496
50,46.5659,1.05969,1.12435,0.53042,0.84525,0.96374,0.92305,0.97615,0.63761,0.92667,0.89285,0.94974,0.50884,1.10519,1.27574,0.57471,0.89171,0.0010298,0.0010298,0.0010298
51,47.4266,1.0516,1.1893,0.51395,0.84551,0.96419,0.93516,0.98244,0.67873,0.92654,0.89461,0.95291,0.5029,0.92654,1.19287,0.48408,0.8568,0.00101,0.00101,0.00101
52,48.4013,1.0065,1.16353,0.50088,0.8498,0.96424,0.98323,0.99289,0.67583,0.91705,0.89341,0.94322,0.49807,0.98199,1.1136,0.47374,0.86715,0.0009902,0.0009902,0.0009902
53,49.2642,0.98865,1.15339,0.47285,0.87806,0.98569,0.99281,0.99356,0.68635,0.89899,0.8982,0.917,0.49703,0.92721,1.09257,0.45859,0.85952,0.0009704,0.0009704,0.0009704
54,50.1313,1.05158,1.1789,0.50281,0.86686,0.97628,0.98593,0.99102,0.64998,0.87033,0.87066,0.88077,0.44445,0.96073,1.16565,0.46753,0.8622,0.0009506,0.0009506,0.0009506
55,51.0038,1.06624,1.07342,0.49778,0.8434,0.97505,0.99042,0.99199,0.68111,0.90848,0.91539,0.90582,0.46451,0.89355,1.12915,0.44817,0.85414,0.0009308,0.0009308,0.0009308
56,51.8665,1.03077,1.15423,0.4927,0.84045,0.97862,0.98669,0.99235,0.67848,0.91704,0.91349,0.91544,0.46908,0.91001,1.15811,0.44694,0.85568,0.000911,0.000911,0.000911
57,52.7287,1.00766,1.1202,0.48828,0.85244,0.97863,0.98732,0.99259,0.68604,0.92047,0.9287,0.93101,0.47511,0.91636,1.13276,0.44884,0.85632,0.0008912,0.0008912,0.0008912
58,53.6536,1.00633,1.15887,0.49359,0.85039,0.97298,0.99189,0.99301,0.69794,0.92853,0.91799,0.9373,0.50733,0.88794,1.08747,0.43901,0.85278,0.0008714,0.0008714,0.0008714
59,54.5745,1.00178,1.10279,0.47306,0.86429,0.98098,0.98837,0.99353,0.69662,0.92473,0.92687,0.93946,0.52316,0.91996,1.09148,0.44393,0.85784,0.0008516,0.0008516,0.0008516
60,55.5115,1.00433,1.07855,0.48639,0.83985,0.98681,0.98521,0.99367,0.6965,0.92982,0.92695,0.94141,0.52175,0.93186,1.07873,0.44947,0.85721,0.0008318,0.0008318,0.0008318
61,56.3837,0.98977,1.12019,0.47498,0.83939,0.98083,0.98031,0.99287,0.68945,0.93534,0.93556,0.95026,0.53022,0.95642,1.12189,0.46009,0.85837,0.000812,0.000812,0.000812
62,57.2935,0.99863,1.04102,0.47711,0.83263,0.9856,0.98084,0.99395,0.70247,0.93638,0.92814,0.95415,0.54138,0.9337,1.09887,0.44457,0.85532,0.0007922,0.0007922,0.0007922
63,58.2621,1.01215,1.16419,0.48124,0.83246,0.97773,0.98802,0.99384,0.7048,0.91627,0.90778,0.94233,0.5122,0.89668,1.10765,0.43417,0.85334,0.0007724,0.0007724,0.0007724
64,59.1367,0.97431,1.15313,0.46406,0.84905,0.98864,0.98204,0.99351,0.70343,0.92403,0.91769,0.94937,0.55134,0.91459,1.08164,0.44948,0.85443,0.0007526,0.0007526,0.0007526
65,60.0512,1.02371,1.18276,0.47842,0.84602,0.99188,0.98084,0.99353,0.7111,0.93605,0.92905,0.95574,0.56703,0.88661,1.03576,0.44661,0.8506,0.0007328,0.0007328,0.0007328
66,60.9616,0.98104,1.09915,0.45929,0.85272,0.98562,0.98494,0.99362,0.71433,0.92534,0.92027,0.94877,0.55735,0.89671,1.03801,0.44212,0.85122,0.000713,0.000713,0.000713
67,61.8356,1.00005,1.10095,0.46475,0.85743,0.9839,0.97964,0.9936,0.70562,0.90298,0.89172,0.93387,0.5364,0.96568,1.10009,0.44833,0.86328,0.0006932,0.0006932,0.0006932
68,62.7428,0.94533,1.08623,0.45323,0.83779,0.98028,0.98563,0.99391,0.71113,0.91249,0.91161,0.94104,0.54689,0.93321,1.06383,0.44452,0.85569,0.0006734,0.0006734,0.0006734
69,63.6185,0.99476,1.13378,0.47163,0.87286,0.98333,0.98896,0.99381,0.71592,0.91909,0.92216,0.94712,0.55031,0.88955,1.00828,0.43032,0.84921,0.0006536,0.0006536,0.0006536
70,64.513,0.92848,1.03903,0.45516,0.83838,0.98222,0.99212,0.99323,0.70134,0.90963,0.91497,0.93139,0.47671,0.91578,1.09902,0.42381,0.85555,0.0006338,0.0006338,0.0006338
71,65.397,0.92784,1.00552,0.44825,0.83459,0.98336,0.99057,0.9923,0.6793,0.8822,0.88862,0.89323,0.40952,0.89931,1.06106,0.41802,0.85209,0.000614,0.000614,0.000614
72,66.2746,0.99079,1.0381,0.4571,0.84879,0.9774,0.98411,0.99177,0.67352,0.87259,0.88982,0.88231,0.40367,0.90311,1.05347,0.42219,0.85266,0.0005942,0.0005942,0.0005942
73,67.1735,0.95014,0.9852,0.45895,0.84435,0.98077,0.99162,0.99277,0.70579,0.93116,0.93961,0.94932,0.53539,0.86329,1.01199,0.41499,0.84558,0.0005744,0.0005744,0.0005744
74,68.1209,0.95389,1.03857,0.44588,0.8322,0.98106,0.9923,0.99314,0.72004,0.91093,0.91857,0.93802,0.53404,0.85171,1.03747,0.41111,0.84313,0.0005546,0.0005546,0.0005546
75,68.9819,0.92098,0.99183,0.44224,0.82779,0.98304,0.99281,0.99368,0.72371,0.88946,0.89701,0.91973,0.52518,0.86119,1.04581,0.40731,0.84412,0.0005348,0.0005348,0.0005348
76,69.8806,0.93139,1.00642,0.44738,0.82185,0.9833,0.99281,0.99383,0.73577,0.90271,0.91122,0.92615,0.5218,0.81234,0.97714,0.38995,0.83921,0.000515,0.000515,0.000515
77,70.7631,0.92046,1.04653,0.43934,0.83731,0.98333,0.99401,0.99362,0.74723,0.91304,0.92216,0.93631,0.53542,0.79623,0.95889,0.38613,0.83746,0.0004952,0.0004952,0.0004952
78,71.7036,0.92918,1.01785,0.43376,0.83447,0.98454,0.99134,0.99355,0.74598,0.92973,0.93482,0.94807,0.55557,0.79548,0.96532,0.38508,0.83688,0.0004754,0.0004754,0.0004754
79,72.6402,0.95949,1.04059,0.44685,0.86745,0.98273,0.99641,0.99346,0.74282,0.92034,0.92704,0.93176,0.50012,0.79945,0.95681,0.38166,0.83671,0.0004556,0.0004556,0.0004556
80,73.6017,0.86444,0.92987,0.4169,0.82502,0.9822,0.99113,0.99284,0.72338,0.90031,0.90849,0.91644,0.46938,0.84836,1.04203,0.39097,0.8437,0.0004358,0.0004358,0.0004358
81,74.4715,0.9205,1.06355,0.42811,0.84074,0.98452,0.98996,0.99299,0.72072,0.8819,0.88982,0.90289,0.47391,0.85993,1.11492,0.39333,0.84568,0.000416,0.000416,0.000416
82,75.3545,0.88289,0.9565,0.42488,0.81426,0.98682,0.98618,0.99339,0.74629,0.91669,0.91497,0.93668,0.54587,0.79549,0.95195,0.37894,0.83594,0.0003962,0.0003962,0.0003962
83,76.2544,0.97468,1.09034,0.47514,0.82192,0.98958,0.98323,0.99351,0.75157,0.92899,0.92335,0.94485,0.5587,0.79521,0.96477,0.3748,0.83541,0.0003764,0.0003764,0.0003764
84,77.1738,0.88397,1.00156,0.42875,0.83807,0.98939,0.98443,0.99359,0.75302,0.92684,0.91976,0.94214,0.54168,0.77786,0.94603,0.37203,0.83511,0.0003566,0.0003566,0.0003566
85,78.1166,0.92371,1.00363,0.42073,0.82358,0.98687,0.99019,0.99359,0.7225,0.91288,0.91604,0.92574,0.49689,0.86438,1.06063,0.38691,0.8488,0.0003368,0.0003368,0.0003368
86,78.9864,0.93303,1.04391,0.43752,0.84285,0.98496,0.99162,0.99337,0.73455,0.91512,0.92096,0.92903,0.50914,0.81472,0.99885,0.38197,0.84138,0.000317,0.000317,0.000317
87,79.8627,0.8679,0.96549,0.41569,0.83434,0.98583,0.99401,0.99381,0.74525,0.92786,0.93293,0.9383,0.5313,0.78923,0.95518,0.37784,0.83606,0.0002972,0.0002972,0.0002972
88,80.7664,0.92732,1.00029,0.4327,0.84405,0.98457,0.9933,0.99377,0.748,0.93384,0.94012,0.94722,0.53794,0.78083,0.95032,0.37278,0.83447,0.0002774,0.0002774,0.0002774
89,81.6417,0.90472,0.99599,0.4221,0.84017,0.98567,0.99401,0.9938,0.7489,0.92935,0.93533,0.94712,0.52843,0.77996,0.96148,0.3727,0.83559,0.0002576,0.0002576,0.0002576
90,82.5749,0.85025,0.95043,0.4234,0.82942,0.98809,0.99329,0.99394,0.73853,0.92842,0.93174,0.94456,0.5105,0.82818,1.03141,0.37979,0.84247,0.0002378,0.0002378,0.0002378
91,84.1461,0.9602,1.0868,0.45086,0.86136,0.99062,0.99401,0.9943,0.74724,0.93862,0.94132,0.95623,0.53225,0.80729,1.00442,0.37274,0.83934,0.000218,0.000218,0.000218
92,85.0299,0.8802,1.02538,0.41946,0.83791,0.98925,0.99218,0.99407,0.75827,0.94766,0.9497,0.95959,0.55513,0.76518,0.95307,0.36729,0.83253,0.0001982,0.0001982,0.0001982
93,85.9612,0.88939,0.97831,0.41104,0.83838,0.98733,0.99401,0.99417,0.76194,0.95134,0.95569,0.9652,0.57276,0.75465,0.9414,0.36876,0.82951,0.0001784,0.0001784,0.0001784
94,86.891,0.88978,1.00606,0.41503,0.82693,0.98576,0.99515,0.99444,0.76533,0.95552,0.95192,0.96415,0.56309,0.75861,0.93941,0.37609,0.83012,0.0001586,0.0001586,0.0001586
95,87.7576,0.87238,0.98039,0.41752,0.83048,0.98323,0.99401,0.99428,0.76011,0.93695,0.94329,0.95403,0.54157,0.77057,0.94923,0.375,0.83194,0.0001388,0.0001388,0.0001388
96,88.6757,0.83285,0.92982,0.408,0.82579,0.98807,0.98922,0.99461,0.75658,0.93546,0.93742,0.95208,0.53187,0.78039,0.94792,0.37182,0.83325,0.000119,0.000119,0.000119
97,89.5563,0.8578,0.91142,0.40179,0.83366,0.98938,0.99162,0.99465,0.76222,0.93316,0.93533,0.94588,0.52874,0.75194,0.91688,0.35679,0.83001,9.92e-05,9.92e-05,9.92e-05
98,90.4271,0.81689,0.92602,0.40711,0.83051,0.99091,0.99281,0.99476,0.76932,0.93829,0.94012,0.95171,0.54042,0.73236,0.89668,0.34999,0.82745,7.94e-05,7.94e-05,7.94e-05
99,91.2692,0.80872,0.93876,0.39509,0.82256,0.99163,0.99352,0.99474,0.77268,0.93905,0.94095,0.95151,0.54345,0.7217,0.88816,0.3484,0.82619,5.96e-05,5.96e-05,5.96e-05
100,92.1389,0.82707,0.93326,0.39034,0.81978,0.99149,0.99401,0.99474,0.77563,0.93998,0.94251,0.95217,0.54852,0.71286,0.88242,0.34582,0.82464,3.98e-05,3.98e-05,3.98e-05
